2	28
3	76
3	29
3	55
3	21
3	35
4	5
4	77
4	82
4	67
4	30
5	56
5	76
5	32
5	64
5	28
6	11
6	51
6	50
6	76
7	26
7	26
7	31
7	28
7	13
8	20
8	28
8	34
8	11
9	29
9	26
9	26
9	31
9	27
9	27
9	56
9	65
9	59
9	62
10	20
10	13
10	76
10	51
10	76
10	26
10	21
10	22
11	16
11	29
11	6
11	76
11	19
11	5
13	28
13	35
13	13
13	21
13	21
14	76
14	23
14	28
14	67
14	76
14	28
15	8
15	15
15	11
15	76
15	28
15	31
15	27
16	73
16	67
16	84
16	69
16	22
17	13
17	21
17	76
17	22
17	11
17	35
18	84
18	28
18	31
18	31
18	15
18	56
18	7
18	35
18	58
18	61
19	20
19	22
19	20
19	27
19	50
22	27
22	31
22	19
22	19
22	72
22	55
22	11
23	67
23	31
23	8
23	69
23	11
24	66
25	77
25	76
25	74
25	21
25	28
25	35
25	8
25	82
25	36
25	76
25	21
25	20
25	19
25	2
26	80
26	48
26	59
26	69
26	67
26	26
26	11
26	64
26	20
26	23
26	66
26	28
26	72
27	83
27	27
27	26
27	58
27	76
27	28
27	20
27	19
27	28
27	28
28	34
28	28
28	20
28	4
28	57
28	62
28	55
28	84
29	76
29	76
29	20
29	23
29	20
29	19
29	50
29	28
29	6
29	74
29	19
29	20
29	21
30	28
30	64
30	29
30	58
30	20
30	76
30	20
30	19
30	4
30	27
30	76
30	20
30	35
31	64
31	77
31	31
31	29
31	35
31	27
32	3
32	82
32	31
32	36
32	30
32	76
33	81
33	64
33	67
33	76
33	26
33	59
33	29
33	47
33	76
33	77
33	6
33	28
33	30
34	51
34	19
34	26
35	19
35	48
35	76
35	11
35	27
35	76
35	84
35	19
35	23
35	75
35	28
35	8
35	31
35	26
35	57
37	13
37	39
37	64
37	76
37	29
37	11
37	36
37	76
37	7
37	19
37	28
37	64
37	20
38	76
38	76
38	77
38	27
38	57
39	74
39	39
39	64
39	6
39	22
40	8
40	4
40	22
40	76
40	29
40	32
41	27
41	8
41	20
41	22
41	56
41	76
42	82
42	77
42	6
42	76
42	27
42	19
43	20
43	26
43	8
43	31
43	27
43	28
43	22
43	76
43	28
43	57
43	20
44	29
44	20
44	27
44	76
44	28
44	67
44	19
44	20
44	76
44	11
45	20
45	76
45	31
45	68
45	76
45	69
45	31
46	66
46	39
46	58
46	20
46	8
46	20
46	38
46	37
48	31
48	26
48	11
48	64
48	27
48	31
48	12
48	20
48	50
49	76
49	34
49	4
49	35
49	13
49	27
49	54
49	82
49	30
49	27
50	75
50	19
50	77
50	19
50	28
50	70
50	71
51	13
51	59
51	2
53	28
53	7
53	37
53	22
53	58
53	38
54	31
54	27
54	61
54	21
55	29
55	64
55	49
55	27
55	22
55	28
55	20
55	46
55	29
55	76
55	11
55	12
56	29
56	13
56	5
56	29
56	10
57	76
57	23
57	21
58	82
58	35
58	19
58	13
58	28
58	28
58	73
58	51
58	28
58	48
58	48
58	31
58	21
58	20
58	76
58	69
58	22
58	13
58	29
58	27
58	21
58	21
58	20
58	21
58	21
58	8
59	19
59	37
59	53
59	69
59	2
59	76
59	13
59	35
59	29
59	8
59	21
59	22
59	1
60	19
60	57
60	66
60	76
60	29
61	1
61	76
61	12
61	28
61	26
61	21
61	6
61	21
61	33
61	1
61	76
63	15
63	76
63	27
63	27
64	76
64	27
64	19
64	64
64	31
64	82
64	28
65	20
65	72
65	76
65	76
66	26
66	21
66	13
66	31
66	26
66	11
66	73
66	77
66	67
66	76
67	84
67	31
67	11
67	76
67	22
67	11
67	20
67	77
67	74
67	67
67	28
67	77
67	7
68	76
68	76
68	67
68	19
68	30
68	76
68	76
68	77
68	77
68	77
68	76
68	37
68	21
68	65
68	64
68	69
69	76
69	1
69	84
69	76
69	76
69	77
69	39
69	76
69	76
69	76
70	31
70	37
70	28
71	67
72	10
72	5
72	21
72	26
72	76
72	21
72	29
72	10
72	28
72	8
72	7
72	76
72	10
72	64
74	67
74	22
74	27
74	19
75	26
75	28
75	21
75	52
75	22
75	28
75	22
75	58
75	26
75	25
75	74
76	13
76	6
76	76
76	65
76	29
76	6
77	28
77	82
77	11
77	21
77	20
77	28
77	76
77	20
77	20
78	36
78	22
78	19
78	20
78	11
78	11
78	26
78	55
78	38
78	77
78	27
79	13
79	31
79	26
79	35
79	32
80	38
80	13
81	22
81	19
82	76
82	26
82	21
82	16
82	77
82	19
82	82
84	11
84	8
84	20
84	12
84	76
84	76
84	23
85	20
85	76
85	76
85	76
85	76
85	59
85	76
85	44
85	82
85	30
85	22
86	11
86	39
86	57
86	27
86	1
86	28
87	22
87	52
87	69
87	76
87	82
87	64
87	27
87	8
87	21
87	58
87	22
87	82
87	26
88	82
88	19
88	35
88	69
88	8
88	73
88	28
88	67
88	19
88	13
88	11
88	69
89	19
91	76
91	22
91	64
91	10
91	1
91	24
91	38
91	31
92	76
92	76
92	11
92	29
93	65
93	19
93	28
93	28
93	76
93	82
93	29
93	19
93	22
93	31
93	35
93	28
93	26
94	4
94	76
94	21
94	51
94	35
94	31
94	21
95	26
95	56
95	74
95	35
95	28
96	48
96	27
96	12
96	6
96	28
96	69
96	20
96	37
96	35
96	76
96	11
96	76
96	19
97	38
97	65
97	37
97	26
98	20
98	76
98	8
99	26
99	30
99	82
99	13
99	64
99	26
99	22
99	64
99	21
99	1
99	67
99	48
99	21
100	11
100	29
100	35
100	38
100	22
100	64
100	22
100	55
100	21
101	29
101	28
101	19
101	31
101	29
101	64
101	21
101	19
101	22
101	68
101	29
101	76
101	76
101	28
101	1
101	77
101	76
102	76
102	19
102	11
102	11
102	28
102	40
103	19
103	27
103	28
103	34
103	1
103	13
103	74
103	23
104	77
104	13
104	20
105	34
105	76
105	76
105	22
105	57
106	19
106	48
106	11
106	76
106	13
106	28
106	67
106	50
107	29
108	38
108	49
108	23
108	76
108	82
108	28
108	29
108	76
108	8
108	58
108	73
108	19
108	19
108	19
108	35
108	79
109	28
109	26
109	22
109	10
109	77
109	64
109	38
109	35
109	73
109	28
109	29
109	31
109	31
109	28
109	21
109	29
109	28
109	28
109	64
109	76
109	31
110	76
110	19
110	48
111	29
111	31
111	69
111	22
111	83
111	21
111	27
111	43
111	76
111	5
112	51
112	83
112	55
112	67
113	79
113	64
113	53
113	29
113	7
113	76
113	6
114	57
114	29
114	19
114	13
114	20
114	22
114	76
114	62
114	48
114	76
114	11
114	24
114	21
114	82
114	22
114	4
114	31
114	76
114	40
114	29
114	34
114	29
114	31
115	77
115	34
115	26
115	64
115	21
115	5
115	10
115	21
115	41
115	26
115	20
115	73
115	28
115	49
115	29
116	28
116	28
116	73
116	28
116	20
116	26
116	62
